Caption,Description,Id,Session
"Hammack, Heidi; 4-H honoree; commend",HR 167,8692,2003_04
"Payne, Christina; 4-H honoree; commend",HR 168,8693,2003_04
"Knight, Jenna; 4-H honoree; commend",HR 169,8695,2003_04
"Roberts, Brenda; commend",HR 170,8696,2003_04
Ad valorem tax millage rate increase; require voter approval - CA,HR 171,8729,2003_04
"Public institutions, schools, and sporting events; quiet reflection period; urge Congress require",HR 172,8730,2003_04
"Rules of House; amend Rules 5, 6, 12",HR 173,8731,2003_04
Telfair County's Arts on the Hill festival; commend,HR 174,8734,2003_04
Rod Smith Memorial Garden in median of Jesse Jewell Parkway; designate,HR 175,8763,2003_04
"""African American Business Enterprise Day""; recognize February 18, 2003; invite certain members to House",HR 176,8743,2003_04
"Muscogee County School District mentoring program ""ON TRACK""; invite certain representatives to House",HR 177,8744,2003_04
"4-H Day at the state capitol; invite Cole Ryles, Dr. Roger C. (Bo) Ryles, and Dr. Gale A. Buchanan to House",HR 178,8745,2003_04
Crisp Academy Varsity Football Team; invite to House,HR 179,8746,2003_04
Georgia Recreation and Parks Association; invite representatives to House,HR 180,8747,2003_04
"McGahee, Dr. Ollie O., Jr.; commend",HR 181,8748,2003_04
"Wilson, Matthew; 4-H honoree; commend",HR 182,8750,2003_04
"Fletcher, Abby; 4-H honoree; commend",HR 183,8751,2003_04
"O'Neal, Laurel; 4-H honoree; commend",HR 184,8752,2003_04
"Milledgeville, Georgia; 200th anniversary; commend",HR 185,8753,2003_04
"Duncan, Richard (Ricky); commend",HR 186,8754,2003_04
"Cirincione, Daniel; commend",HR 187,8755,2003_04
"Stephens, Lisa; 4-H honoree; commend",HR 188,8756,2003_04
"Roach, Chris; 4-H honoree; commend",HR 189,8758,2003_04
"Jones, Robbie; 4-H honoree; commend",HR 190,8759,2003_04
"Munro, Hillary; 4-H honoree; commend",HR 191,8760,2003_04
"Kelley, Brittani; 4-H honoree; commend",HR 192,8761,2003_04
"Randall, Nekeisha; 4-H honoree; commend",HR 193,8762,2003_04
"Auditory-Verbal Center of Atlanta, Inc.; commend",HR 194,8764,2003_04
"Communities in Schools of Georgia, Inc.; commend",HR 195,8788,2003_04
"Child Abuse Prevention Day at the state capitol; recognize February 13, 2003",HR 196,8805,2003_04
"Dakin, Milo; condolences",HR 197,8806,2003_04
"Jefferson, Curtis; commend",HR 198,8807,2003_04
"Brittian, Ocie; commend",HR 199,8808,2003_04
Georgia Peach Festival; commend,HR 200,8809,2003_04
"Betts, Officer Christopher R.; condolences",HR 201,8810,2003_04
"Weinmann, Officer James M.; commend",HR 202,8811,2003_04
Youth Assembly and Junior Youth Assembly programs of the State YMCA of Georgia; commend,HR 203,8812,2003_04
Keep Georgia Beautiful Program; commend,HR 204,8813,2003_04
South DeKalb Neighborhood Coalition; commend,HR 205,8814,2003_04
Warwick Grits Festival; commend,HR 206,8815,2003_04
Dixon Grove Baptist Church; commend,HR 207,8816,2003_04
"GAE Legislative Conference Day; recognize February 17, 2003",HR 208,8817,2003_04
African Methodist Episcopal Church; commend,HR 209,8818,2003_04
Future Eduators of America; commend,HR 210,8819,2003_04
"Broadnax, Dr. Walter D.; invite to House",HR 211,8803,2003_04
Charles F. Hatcher Highway; designate,HR 212,8848,2003_04
Sonny Dixon Interchange; designate,HR 213,8849,2003_04
Rules of House; amend Rule 13,HR 214,8850,2003_04
"Massell, Sam and Doris; commend",HR 215,8851,2003_04
Parkview High School Panthers football team; invite to House,HR 216,8863,2003_04
"Tiftarea Academy Panthers football team, coaches, and athletic director; commend",HR 217,8864,2003_04
"Abbott, Virginia E.; commend",HR 218,8865,2003_04
Fox Theater and City of Atlanta; commend,HR 219,8866,2003_04
"McKie, Joel; Southern Region Vice President of the National Future Farmers of America; commend",HR 220,8867,2003_04
"Merts, Camilla Moore; condolences",HR 221,8869,2003_04
"Georgia Agri-Leaders Forum Appreciation Day; recognize February 25, 2003",HR 222,8870,2003_04
"Hytowitz, Neil; commend",HR 223,8871,2003_04
Parkview High School Panthers football team; commend,HR 224,8872,2003_04
Intellectually disabled health and fitness program; special plates - CA,HR 225,8900,2003_04
House Study Committee on Sheriffs' Powers; create,HR 226,8901,2003_04
Joint Study Committee on Certified Professional Midwifery; create,HR 227,8902,2003_04
Cosmetic dental coverings; urge removal of unlicensed providers,HR 228,8903,2003_04
State excise tax on tobacco products; fund state Medicaid program - CA,HR 229,8904,2003_04
Troup County School System National Board Certified Teachers; invite to House,HR 230,8929,2003_04
Macon-Bibb County; 2003 Cherry Blossom Festival; invite officials to House,HR 231,8930,2003_04
"Oliva, Janet R.; Peace Officer of the Year for Meritorious Service; invite to House",HR 232,8931,2003_04
"Turner, R. K.; Peace Officer of the Year for Valor; invite to House",HR 233,8932,2003_04
"Cronin, Stewart; Peace Officer of the Year for Valor; invite to House",HR 234,8933,2003_04
"Chakraborty, Monisa; commend",HR 235,8934,2003_04
"Emergency Medical Services (EMS) Recognition Day; recognize February 27, 2003",HR 236,8935,2003_04
Troup County School System National Board Certified teachers; commend,HR 237,8936,2003_04
House Study Committee on Law Enforcement Retirement; create,HR 238,8974,2003_04
"Paul, Rebecca; commend",HR 239,8999,2003_04
Leadership Clayton Class of 2002-2003; invite to House,HR 240,9020,2003_04
"Chambliss, Honorable Saxby; invite to House",HR 241,9021,2003_04
A. Phillip Randolph Elementary School; invite Principal Bobby Tuggle to House,HR 242,9024,2003_04
Clinch County High School football team; invite team and its coaches to House,HR 243,9025,2003_04
"Johnson, Ruth; invite to House",HR 244,9026,2003_04
"Adams, Angela; Star Student; commend",HR 245,9028,2003_04
"Hughes, Reverend Doctor Arthur, Sr.; commend",HR 246,9029,2003_04
"Jerkins, Mayor Joe; commend",HR 247,9030,2003_04
Rockdale County; commend,HR 248,9034,2003_04
Demosthenian Literary Society; bicentennial; commend,HR 249,9035,2003_04
"""Give Kids A Smile Day""; recognize February 21, 2003",HR 250,9037,2003_04
Westside High School Lady Patriots Soccer Team; commend,HR 251,9038,2003_04
"Social Work Student Lobby Day; recognize February 18, 2003; Professional Social Work Month; recognize March 2003",HR 252,9040,2003_04
"Barnes, Coach Gerald; commend",HR 253,9041,2003_04
Potter Street Elementary School; commend,HR 254,9042,2003_04
"Gwinnett County Alumnae Chapter of Delta Sigma Theta Sorority, Inc. Day; recognize March 8, 2003",HR 255,9043,2003_04
Power substation in residential neighborhood; urge Georgia Power consult with residents,HR 256,9076,2003_04
Robert Ray Parkway; designate,HR 257,9096,2003_04
Homeowner tax relief grants; alternative uses - CA,HR 258,9179,2003_04
Ad valorem tax; property equipped with certain systems for generating electricity; exempt - CA,HR 259,9180,2003_04
House Community Improvement District Study Committee; create,HR 260,9213,2003_04
House Study Committee on Sales and Use Tax Simplification; create,HR 261,9215,2003_04
House Study Committee on HB 33; create,HR 262,9219,2003_04
Subsequent Injury Trust Fund Joint Study Committee; create,HR 263,9226,2003_04
Joint Budgetary Tracking and Forfeiture Tracking Study Committee; create,HR 264,9228,2003_04
Bicycle lanes throughout state; urge Department of Transportation create,HR 265,9231,2003_04
Regional development center boundaries; ratify changes,HR 266,9232,2003_04
"Benischek-Crews, Elizabeth; invite to House",HR 267,9182,2003_04
"Singleton, Jacqueline LaRose; invite to House",HR 268,9183,2003_04
Savannah St. Patrick's Day Parade; invite certain persons to House,HR 269,9184,2003_04
Future Business Leaders of America - Phi Beta Lambda and Academy of Richmond County members; commend,HR 270,9185,2003_04
Joint Study Committee on Coastal Marshlands Protection; create,HR 271,9264,2003_04
"Rural Health Day; recognize March 7, 2003",HR 272,9270,2003_04
"Boozer, Van; commend",HR 273,9271,2003_04
"Nesbitt, Amanda; commend",HR 274,9272,2003_04
"Perez, Daniel Luis; commend",HR 275,9274,2003_04
"Bursi, Thomas Geoffrey; commend",HR 276,9275,2003_04
"Compton, Caleb Asher; commend",HR 277,9276,2003_04
"Heitz, Brandon James; commend",HR 278,9277,2003_04
"""Georgia Tourism Day""; recognize March 12, 2003",HR 279,9278,2003_04
"US Korea Daily News; 2000th day copy; recognize February 25, 2003",HR 280,9279,2003_04
"Smith, Mayor Kenneth E., Sr.; commend",HR 281,9280,2003_04
"McCleskey, David; commend",HR 282,9281,2003_04
"Fraser, Tammy; commend",HR 283,9282,2003_04
Lanier County Teachers of the Year; commend,HR 284,9283,2003_04
"Youth Leadership Bibb County, Inc.; commend",HR 285,9284,2003_04
"Wood, Dr. Linda; commend",HR 286,9285,2003_04
Glenn Hills Elementary School Fifth Grade Ballroom Dancers; recognize,HR 287,9286,2003_04
"Sherrod, Honorable Robert Allen; condolences",HR 288,9287,2003_04
Association of Marine Technicians and Joe De Marco; commend,HR 289,9288,2003_04
Slosheye Trail Big Pig Jig; commend,HR 290,9289,2003_04
"Raulerson, Mr. and Mrs. Duke; commend",HR 291,9290,2003_04
Corinth Free Will Baptist Church; commend,HR 292,9291,2003_04
"Boone, Mayor James E.; commend",HR 293,9292,2003_04
"Curtis, James; commend",HR 294,9293,2003_04
"Johnson, Belinda Kaye Rawlins; condolences",HR 295,9294,2003_04
Columbia County Fireballs; commend,HR 296,9295,2003_04
"Hall-Brennan, Dr. Hazel; commend",HR 297,9296,2003_04
"Smith, Edith; commend",HR 298,9297,2003_04
"Neal, Jeremy Tyler; commend",HR 299,9298,2003_04
"DeLong, Chad Andrew; commend",HR 300,9299,2003_04
"Robinson, Asbury Clark, M.D.; commend",HR 301,9300,2003_04
Benevolence Missionary Baptist Church of Cuthbert; commend,HR 302,9301,2003_04
"Arnold, Susan; commend",HR 303,9302,2003_04
"Menocal, Victor; commend",HR 304,9303,2003_04
"Stephens, Hollis Jack; condolences",HR 305,9304,2003_04
"Chastain, Samantha; commend",HR 306,9305,2003_04
"Stepp, Aud Lee; condolences",HR 307,9306,2003_04
"Torrance, E. Paul; commend",HR 308,9307,2003_04
"Rawls, Amelia Olga; commend",HR 309,9308,2003_04
"Long, Janet; commend",HR 310,9309,2003_04
"Breathe Georgia Day; recognize February 21, 2003",HR 311,9310,2003_04
"Clark, Samuel T. (Sam); condolences",HR 312,9312,2003_04
"Polite, Deacon Prince William, Jr.; condolences",HR 313,9311,2003_04
"Parker, Robert Lee, Sr.; condolences",HR 314,9313,2003_04
"Kitchen, Willie ""Ben""; condolences",HR 315,9314,2003_04
"Henry, Freddie, Sr.; condolences",HR 316,9315,2003_04
"Henry, Walter; condolences",HR 317,9316,2003_04
"Polite, James Clinton (J.C.); condolences",HR 318,9317,2003_04
House Study Committee on Equal Pay; create,HR 319,9327,2003_04
Sandy Creek High School boys basketball team; invite to House,HR 320,9318,2003_04
"Jamerson, Billy; invite to House",HR 321,9319,2003_04
Special U.S. flag license plate fees; certain education trust fund - CA,HR 322,9345,2003_04
Ad valorem tax; authorize special methods; certain aircraft - CA,HR 323,9346,2003_04
"Atlanta Motor Speedway Day at Capitol; recognize March 6, 2003; invite representatives to House",HR 324,9350,2003_04
Children's Museum of Atlanta; commend,HR 325,9351,2003_04
"Gray, Mrs. Jeanie; commend",HR 326,9352,2003_04
"Soloman, Morgan E. ""Gene""; condolences",HR 327,9353,2003_04
"Varnadoe, Angela; commend",HR 328,9354,2003_04
"Lenihan, Robert J.; commend",HR 329,9355,2003_04
"Jackson, T. Jerry; commend",HR 330,9357,2003_04
Africa Day at the Capitol; recognize 2/28/03; Honorable Joe Keshi; commend,HR 331,9358,2003_04
"Boyce, Louise; commend",HR 332,9359,2003_04
"""Cosmetology and Barber's Day in Georgia""; declare March 3 annually",HR 333,9360,2003_04
House Study Committee on Long-term Care Insurance; create,HR 334,9363,2003_04
"Eng, Greg; commend",HR 335,9374,2003_04
TRC Staffing/The Paul Henry Group; commend,HR 336,9375,2003_04
"Police chiefs and other heads of law enforcement; observe March 18, 2003 as day of recognition",HR 337,9376,2003_04
"Rogers, Jerry; commend",HR 338,9377,2003_04
"Flock, Linda; commend",HR 339,9378,2003_04
Fairmont Restaurant; commend,HR 340,9379,2003_04
Blue Water Technology Group; commend,HR 341,9380,2003_04
Bahama Joe's; commend,HR 342,9381,2003_04
"Systems Connect, Inc.; commend",HR 343,9382,2003_04
"Edwards, Connie; commend",HR 344,9383,2003_04
Advantage Marketing; commend,HR 345,9384,2003_04
Berkmar High School Academic Decathlon Team; commend,HR 346,9385,2003_04
"2d Lt. Britt Cumming Day in Georgia; observe April 29, 2003",HR 347,9386,2003_04
"Fitts, James Clynton ""Dinky"", Sr.; condolences",HR 348,9387,2003_04
Counties; increase maximum to 160 - CA,HR 349,9404,2003_04
Development impact fees for educational purposes; local boards collect - CA,HR 350,9405,2003_04
Convention on the Elimination of All Forms of Discrimination Against Women; urge U.S. Senate ratify; urge Congress affirm certain women's rights,HR 351,9406,2003_04
Silver-Haired Legislature; invite to House,HR 352,9430,2003_04
"Hybl, Nate; invite to House",HR 353,9456,2003_04
"General Assembly, Lt. Governor, House Speaker; term limits - CA",HR 354,9450,2003_04
Elected officials; prohibit party affiliation change; exception - CA,HR 355,9451,2003_04
Motor vehicle emissions fund; provide by general law - CA,HR 356,9452,2003_04
Search and rescue dogs; monument honoring; authorize erection,HR 357,9468,2003_04
Federal food stamp program for low-income Georgians; urge Department of Human Resources adopt,HR 358,9469,2003_04
"Hankerson, David; commend",HR 359,9481,2003_04
